,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,y
3114,30-40,entrepreneur,married,university.degree,no,yes,no,telephone,nov,fri,2,0,no
3115,30-40,admin.,single,university.degree,no,no,no,cellular,aug,tue,3,0,no
3116,30-40,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,1,0,no
3117,30-40,admin.,married,high.school,no,yes,no,cellular,aug,fri,11,0,no
3118,18-30,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,3,0,yes
3119,40-50,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,1,1,no
3120,50+,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,1,0,no
3121,40-50,blue-collar,married,basic.9y,no,yes,no,cellular,mar,tue,1,0,no
3122,40-50,technician,married,university.degree,no,yes,no,telephone,may,fri,4,0,no
3123,30-40,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,1,0,no
3124,18-30,self-employed,single,university.degree,no,yes,no,telephone,jun,wed,1,0,no
3125,30-40,technician,single,professional.course,no,yes,no,cellular,jul,tue,2,0,no
3126,50+,retired,married,university.degree,unknown,yes,no,telephone,may,tue,2,0,no
3127,40-50,services,divorced,basic.6y,no,yes,no,cellular,aug,wed,3,1,yes
3128,30-40,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,tue,5,0,no
3129,30-40,blue-collar,married,high.school,no,no,no,cellular,jul,fri,2,0,no
3130,40-50,admin.,married,high.school,no,no,no,telephone,may,wed,2,0,no
3131,40-50,blue-collar,single,basic.4y,no,yes,no,telephone,jun,tue,1,0,no
3133,30-40,admin.,single,university.degree,no,no,no,telephone,may,fri,2,0,no
3134,30-40,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,2,0,no
3135,40-50,admin.,married,university.degree,no,no,no,telephone,may,fri,2,0,no
3137,40-50,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,1,0,no
3139,40-50,admin.,single,high.school,no,no,no,cellular,nov,wed,1,1,yes
3140,18-30,student,single,high.school,no,no,no,telephone,may,fri,1,0,no
3141,40-50,admin.,married,university.degree,unknown,no,no,telephone,may,tue,1,0,no
3142,30-40,admin.,married,high.school,no,yes,no,telephone,jul,wed,1,0,no
3143,30-40,technician,married,university.degree,no,yes,no,telephone,may,wed,2,0,no
3144,40-50,technician,married,basic.9y,no,no,no,telephone,may,mon,2,0,no
3145,50+,retired,married,basic.4y,no,yes,no,cellular,jul,tue,2,0,no
3146,40-50,services,married,professional.course,no,yes,no,telephone,may,fri,1,0,no
3147,40-50,unknown,married,basic.4y,unknown,yes,no,cellular,jul,mon,3,0,no
3148,40-50,management,married,university.degree,no,yes,yes,telephone,may,fri,1,0,no
3149,50+,blue-collar,married,basic.4y,unknown,yes,no,telephone,aug,tue,4,0,yes
3150,50+,housemaid,divorced,university.degree,no,yes,yes,cellular,nov,thu,1,0,yes
3151,30-40,admin.,married,high.school,no,no,yes,cellular,aug,mon,2,1,yes
3152,40-50,housemaid,married,basic.9y,unknown,yes,yes,telephone,may,wed,1,0,no
3153,40-50,self-employed,divorced,high.school,no,yes,no,cellular,nov,mon,1,0,no
3154,18-30,technician,single,university.degree,no,no,yes,cellular,aug,mon,1,0,no
3155,40-50,technician,married,professional.course,no,no,no,telephone,jun,thu,2,0,no
3156,30-40,blue-collar,married,basic.9y,no,no,yes,cellular,nov,mon,1,0,no
3157,30-40,services,married,high.school,no,no,yes,cellular,jul,mon,5,0,no
3158,50+,admin.,married,university.degree,no,yes,no,telephone,mar,thu,7,0,no
3159,40-50,management,married,basic.9y,no,no,no,telephone,nov,mon,1,0,no
3160,50+,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,2,0,no
3161,18-30,management,single,university.degree,no,no,no,cellular,sep,fri,2,0,no
3162,18-30,admin.,single,professional.course,no,yes,no,cellular,jul,tue,2,0,no
3163,30-40,admin.,single,university.degree,no,yes,no,cellular,aug,mon,3,0,no
3164,40-50,housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,1,0,no
3165,18-30,management,single,university.degree,no,no,no,cellular,mar,thu,1,0,yes
3166,30-40,services,married,high.school,no,yes,yes,telephone,may,wed,2,0,no
3167,30-40,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,3,0,no
3168,18-30,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,fri,5,0,no
3169,30-40,self-employed,single,university.degree,no,unknown,unknown,telephone,jun,thu,3,0,no
3170,30-40,technician,single,professional.course,no,yes,no,cellular,may,wed,2,2,yes
3171,40-50,technician,married,professional.course,no,yes,no,cellular,aug,wed,1,0,no
3172,50+,services,married,basic.9y,unknown,yes,no,cellular,aug,mon,2,0,no
3173,50+,retired,married,basic.4y,unknown,yes,no,cellular,aug,thu,1,0,no
3175,40-50,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,2,0,no
3176,50+,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,wed,1,0,no
3177,30-40,housemaid,married,university.degree,no,yes,no,cellular,may,tue,1,0,no
3178,50+,retired,unknown,basic.4y,no,yes,no,telephone,may,thu,10,0,no
3179,18-30,admin.,single,professional.course,no,unknown,unknown,cellular,jun,thu,1,1,yes
3180,40-50,technician,single,university.degree,no,yes,yes,cellular,jul,wed,1,0,no
3181,30-40,blue-collar,married,unknown,unknown,yes,yes,telephone,may,wed,3,0,no
3182,30-40,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,1,0,no
3183,18-30,student,single,university.degree,unknown,yes,no,telephone,may,mon,1,0,no
3184,30-40,management,single,university.degree,no,yes,no,cellular,nov,wed,2,0,yes
3185,50+,retired,married,basic.4y,unknown,no,no,cellular,jul,tue,1,0,no
3186,50+,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,12,0,no
3187,40-50,unemployed,married,professional.course,no,no,no,telephone,may,wed,1,1,yes
3188,40-50,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,thu,1,0,no
3189,30-40,technician,single,university.degree,no,yes,no,telephone,may,tue,12,0,no
3190,18-30,student,single,unknown,no,no,no,cellular,jun,mon,3,0,yes
3191,30-40,admin.,married,high.school,no,no,no,cellular,may,fri,5,0,no
3192,30-40,technician,single,university.degree,no,no,yes,cellular,aug,tue,6,0,no
3193,18-30,admin.,single,university.degree,no,no,no,cellular,jun,mon,1,0,no
3194,40-50,technician,married,professional.course,no,yes,no,cellular,nov,mon,1,0,no
3195,30-40,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,tue,1,0,no
3196,30-40,management,married,high.school,no,yes,yes,telephone,jun,tue,2,0,no
3197,18-30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,2,0,no
3199,18-30,technician,married,university.degree,no,yes,no,telephone,may,tue,2,0,yes
3200,30-40,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,tue,3,0,no
3201,30-40,admin.,married,university.degree,unknown,no,no,telephone,may,thu,1,0,no
3202,30-40,technician,married,professional.course,no,no,yes,cellular,jul,wed,1,0,no
3203,40-50,management,married,university.degree,no,no,no,cellular,nov,wed,2,0,no
3204,50+,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,4,0,no
3205,40-50,unemployed,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,3,0,no
3206,30-40,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,2,0,no
3207,30-40,technician,married,professional.course,no,no,no,cellular,apr,mon,2,0,yes
3208,30-40,admin.,single,professional.course,no,yes,no,cellular,may,mon,1,0,yes
3209,40-50,management,single,university.degree,no,yes,no,cellular,jul,mon,1,0,no
3210,50+,retired,married,basic.4y,no,no,no,cellular,mar,fri,3,4,yes
3212,40-50,blue-collar,married,basic.6y,no,yes,yes,telephone,nov,tue,1,0,no
3213,40-50,admin.,married,high.school,unknown,yes,no,cellular,aug,thu,1,0,no
3214,40-50,management,married,high.school,unknown,no,yes,telephone,may,fri,3,0,no
3215,30-40,entrepreneur,married,basic.4y,no,yes,no,telephone,may,fri,1,0,no
3216,40-50,management,married,university.degree,no,yes,no,cellular,aug,mon,3,2,no
3217,40-50,services,married,high.school,no,no,no,cellular,aug,fri,1,0,no
3218,50+,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,4,0,no
3219,40-50,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,2,0,no
3220,18-30,student,single,high.school,no,yes,no,cellular,apr,thu,1,0,no
3221,30-40,blue-collar,single,basic.4y,no,yes,no,cellular,jul,tue,12,0,no
3222,30-40,blue-collar,married,high.school,no,no,no,cellular,jul,wed,2,0,no
3224,18-30,entrepreneur,married,high.school,no,yes,no,cellular,jul,fri,2,0,no
3225,40-50,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,7,1,no
3227,40-50,technician,married,university.degree,no,no,no,cellular,nov,fri,9,0,no
3228,18-30,services,single,high.school,no,no,no,telephone,may,mon,1,0,no
3229,40-50,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,4,0,no
3230,40-50,management,married,university.degree,no,yes,no,cellular,aug,tue,8,0,no
3231,30-40,admin.,married,basic.9y,no,no,no,telephone,may,mon,1,0,no
3232,50+,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,1,0,no
3233,30-40,technician,married,university.degree,unknown,yes,no,cellular,aug,tue,1,0,no
3234,18-30,blue-collar,single,basic.4y,unknown,yes,yes,telephone,may,thu,4,0,no
3236,40-50,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,1,0,no
3237,40-50,technician,married,high.school,no,yes,no,cellular,jul,tue,5,0,no
3238,30-40,admin.,single,high.school,no,yes,no,cellular,apr,thu,1,1,yes
3239,30-40,unemployed,single,high.school,no,no,no,cellular,may,thu,2,0,no
3240,18-30,technician,married,professional.course,no,yes,yes,cellular,jul,fri,2,0,no
3241,30-40,services,married,high.school,no,yes,no,cellular,jul,thu,29,0,no
3242,30-40,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,2,0,no
3243,40-50,management,married,unknown,no,yes,no,cellular,apr,tue,3,1,yes
3244,30-40,blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,2,0,no
3245,18-30,blue-collar,married,professional.course,no,yes,no,cellular,jul,fri,4,0,no
3246,30-40,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,3,0,no
3247,30-40,technician,single,high.school,no,yes,no,telephone,apr,thu,1,0,no
3248,30-40,management,married,university.degree,no,yes,yes,cellular,jul,thu,2,0,no
3249,50+,admin.,married,high.school,no,yes,no,telephone,may,tue,1,0,no
3250,30-40,technician,married,university.degree,no,yes,no,cellular,aug,thu,1,0,no
3251,40-50,management,married,university.degree,no,no,no,cellular,aug,tue,2,2,yes
3252,30-40,services,married,high.school,no,no,no,telephone,may,wed,6,0,no
3253,40-50,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,1,0,yes
3254,18-30,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,fri,8,0,no
3255,40-50,housemaid,single,basic.4y,no,no,no,telephone,jun,tue,1,0,no
3256,18-30,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,4,0,no
3257,30-40,unemployed,married,high.school,no,yes,no,cellular,may,mon,1,1,no
3258,40-50,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,0,yes
3259,40-50,services,married,high.school,unknown,no,no,telephone,jun,tue,7,0,no
3260,30-40,services,married,high.school,no,no,no,cellular,may,mon,2,0,no
3261,40-50,management,married,high.school,no,no,yes,telephone,may,tue,2,0,no
3262,40-50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,2,1,yes
3263,40-50,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,2,0,no
3264,40-50,blue-collar,single,basic.4y,unknown,yes,yes,cellular,jul,tue,3,0,no
3265,50+,entrepreneur,married,basic.9y,no,yes,yes,telephone,may,fri,2,0,no
3266,40-50,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,2,0,yes
3267,30-40,management,married,unknown,no,no,no,cellular,nov,thu,1,0,no
3268,18-30,blue-collar,single,high.school,no,yes,no,cellular,may,wed,1,0,no
3269,30-40,entrepreneur,married,university.degree,no,no,yes,telephone,may,fri,1,0,no
3270,40-50,services,divorced,high.school,no,yes,yes,cellular,apr,tue,1,0,yes
3271,30-40,technician,divorced,professional.course,no,yes,no,cellular,may,fri,2,0,yes
3272,50+,self-employed,married,university.degree,no,yes,no,cellular,nov,tue,4,1,no
3274,40-50,self-employed,single,university.degree,no,yes,no,telephone,may,wed,2,0,no
3275,30-40,technician,single,university.degree,no,yes,no,cellular,may,tue,1,1,no
3276,30-40,unknown,single,basic.4y,unknown,no,no,telephone,may,fri,4,0,no
3277,30-40,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,1,1,no
3278,40-50,management,married,university.degree,no,no,no,cellular,aug,tue,2,0,no
3279,40-50,admin.,single,high.school,no,no,no,cellular,jul,wed,3,0,no
3280,50+,admin.,divorced,high.school,no,no,no,telephone,may,fri,1,0,no
3281,50+,housemaid,married,basic.4y,no,yes,no,cellular,aug,tue,2,0,no
3282,30-40,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,3,0,no
3283,18-30,technician,single,high.school,no,no,no,cellular,nov,tue,2,0,no
3284,30-40,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1,0,no
3285,18-30,student,single,high.school,no,yes,no,cellular,may,thu,1,1,no
3286,40-50,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,3,0,no
3287,30-40,technician,divorced,professional.course,no,yes,no,telephone,jun,thu,2,0,no
3288,30-40,entrepreneur,married,professional.course,unknown,yes,no,cellular,apr,thu,1,1,no
3289,40-50,admin.,single,university.degree,no,yes,no,telephone,may,mon,7,0,no
3290,30-40,admin.,single,university.degree,no,no,no,cellular,aug,wed,4,0,no
3291,50+,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,1,0,no
3292,30-40,technician,married,high.school,no,yes,no,cellular,aug,tue,3,0,no
3293,40-50,admin.,single,university.degree,no,yes,no,cellular,aug,thu,4,0,no
3294,30-40,admin.,single,high.school,no,yes,no,telephone,may,wed,2,0,no
3295,18-30,admin.,married,university.degree,no,yes,yes,cellular,may,mon,4,0,yes
3296,18-30,technician,single,professional.course,no,yes,no,cellular,jul,tue,2,1,no
3297,30-40,entrepreneur,married,basic.4y,no,yes,yes,cellular,nov,wed,3,0,no
3298,30-40,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,2,0,no
3299,18-30,technician,single,high.school,no,yes,no,cellular,jul,fri,1,0,yes
3300,50+,housemaid,married,basic.4y,unknown,no,no,cellular,aug,fri,1,0,no
3301,30-40,admin.,divorced,professional.course,no,yes,yes,telephone,jun,thu,1,0,no
3302,40-50,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,0,no
3303,40-50,unemployed,married,high.school,unknown,no,no,cellular,nov,fri,2,0,no
3304,40-50,admin.,married,university.degree,no,yes,no,cellular,nov,fri,3,0,no
3305,30-40,admin.,divorced,university.degree,no,no,no,telephone,may,wed,2,0,no
3306,30-40,entrepreneur,married,high.school,no,yes,no,cellular,nov,mon,2,0,no
3307,18-30,admin.,single,high.school,no,yes,yes,cellular,may,wed,4,0,no
3308,40-50,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,4,0,no
3309,30-40,technician,married,university.degree,unknown,no,no,cellular,aug,thu,1,0,no
3310,30-40,technician,single,university.degree,no,no,no,telephone,jun,mon,2,0,no
3311,40-50,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,1,0,no
3312,18-30,unemployed,single,university.degree,no,no,no,telephone,may,thu,1,0,no
3313,40-50,management,married,university.degree,no,yes,yes,cellular,apr,fri,1,0,no
3314,18-30,blue-collar,single,university.degree,no,no,no,telephone,may,fri,4,0,no
3315,50+,self-employed,divorced,university.degree,no,yes,no,cellular,jul,thu,1,0,no
3316,50+,blue-collar,married,basic.9y,no,no,yes,cellular,aug,fri,1,0,no
3317,30-40,entrepreneur,married,university.degree,no,yes,yes,telephone,nov,mon,1,1,no
3318,50+,retired,married,basic.6y,unknown,yes,yes,cellular,jul,tue,2,0,no
3319,40-50,technician,married,professional.course,unknown,yes,no,telephone,jul,thu,12,0,no
3320,30-40,admin.,single,university.degree,no,no,no,cellular,jul,fri,1,0,no
3321,40-50,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,2,0,no
3322,40-50,blue-collar,married,basic.6y,no,no,yes,cellular,may,thu,2,0,no
3323,30-40,technician,married,professional.course,no,no,no,cellular,nov,wed,3,0,no
3324,40-50,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,0,no
3325,18-30,technician,single,basic.9y,no,yes,no,cellular,apr,wed,1,0,no
3326,30-40,self-employed,married,university.degree,no,yes,no,cellular,jun,thu,1,0,yes
3327,30-40,admin.,single,university.degree,no,yes,no,cellular,nov,wed,2,1,no
3328,30-40,admin.,married,high.school,no,yes,no,cellular,may,fri,1,0,no
3329,30-40,management,single,university.degree,no,no,no,cellular,jul,fri,4,1,no
3330,30-40,entrepreneur,single,university.degree,no,yes,no,telephone,may,thu,9,0,no
3331,50+,blue-collar,married,high.school,unknown,yes,yes,cellular,apr,mon,4,0,no
3332,18-30,admin.,single,high.school,no,no,no,cellular,jul,fri,3,0,no
3333,18-30,self-employed,single,university.degree,no,no,no,telephone,jun,mon,7,0,no
3335,30-40,admin.,married,university.degree,unknown,yes,yes,cellular,aug,thu,2,0,no
3336,50+,management,married,basic.4y,unknown,yes,no,cellular,nov,tue,4,2,yes
3337,50+,retired,married,basic.4y,no,no,yes,telephone,jul,thu,3,0,no
3338,50+,self-employed,single,professional.course,no,no,yes,cellular,nov,thu,1,0,no
3339,18-30,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,wed,2,0,no
3340,18-30,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1,1,no
3341,40-50,entrepreneur,married,basic.9y,unknown,no,no,cellular,may,wed,2,0,no
3342,30-40,admin.,married,university.degree,no,yes,no,cellular,may,wed,2,1,no
3343,30-40,technician,married,professional.course,no,yes,no,cellular,jul,thu,1,1,no
3344,30-40,admin.,single,university.degree,no,no,no,telephone,may,fri,1,0,no
3345,18-30,blue-collar,single,professional.course,no,yes,no,cellular,may,mon,1,0,no
3346,30-40,self-employed,married,high.school,no,no,no,cellular,jul,mon,1,0,no
3347,30-40,admin.,married,university.degree,no,no,no,telephone,jun,mon,3,0,no
3348,40-50,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,3,0,no
3349,30-40,housemaid,married,professional.course,no,yes,no,cellular,aug,fri,1,0,no
3350,18-30,self-employed,married,professional.course,no,yes,no,cellular,may,tue,5,0,no
3351,30-40,management,married,basic.9y,no,yes,yes,telephone,jun,fri,1,0,no
3352,30-40,technician,married,professional.course,no,yes,yes,cellular,jul,mon,4,0,no
3353,30-40,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,2,0,no
3354,50+,admin.,married,university.degree,no,no,no,cellular,may,thu,1,0,yes
3356,40-50,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1,0,no
3357,30-40,admin.,single,university.degree,unknown,yes,no,cellular,aug,tue,1,0,no
3358,40-50,housemaid,divorced,university.degree,no,no,no,telephone,may,tue,6,0,no
3359,40-50,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,mon,7,0,no
3360,50+,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,1,0,no
3361,30-40,technician,single,high.school,no,yes,no,cellular,jul,fri,1,0,no
3362,18-30,blue-collar,single,university.degree,unknown,no,no,cellular,may,wed,2,0,no
3363,40-50,admin.,married,university.degree,unknown,no,no,telephone,jun,thu,2,0,no
3364,30-40,blue-collar,single,high.school,no,no,no,telephone,mar,tue,3,2,yes
3365,50+,management,married,university.degree,no,yes,no,telephone,jun,thu,2,0,no
3366,18-30,admin.,single,university.degree,no,yes,no,telephone,may,fri,3,0,no
3367,30-40,self-employed,single,university.degree,no,yes,no,cellular,mar,mon,2,0,yes
3368,40-50,entrepreneur,divorced,basic.9y,no,yes,yes,cellular,jul,thu,1,0,no
3369,30-40,student,single,unknown,no,yes,yes,cellular,aug,tue,1,0,no
3370,40-50,management,married,high.school,unknown,yes,no,cellular,may,tue,2,0,no
3371,18-30,student,single,unknown,no,yes,no,cellular,apr,wed,1,0,no
3372,50+,self-employed,divorced,high.school,unknown,no,no,telephone,jul,mon,4,0,no
3373,40-50,technician,single,professional.course,no,no,no,cellular,aug,thu,1,0,no
3375,40-50,technician,single,university.degree,no,yes,no,cellular,may,mon,2,0,no
3376,18-30,admin.,single,university.degree,no,no,no,cellular,oct,mon,2,1,no
3377,40-50,blue-collar,married,unknown,unknown,no,no,cellular,jul,wed,4,0,no
3378,18-30,blue-collar,single,basic.6y,no,no,no,telephone,jul,wed,1,0,no
3379,40-50,technician,divorced,unknown,no,no,no,telephone,jul,tue,3,0,no
3380,50+,retired,married,basic.4y,no,yes,no,cellular,jun,tue,2,0,no
3381,30-40,admin.,married,high.school,no,no,yes,telephone,may,thu,2,0,no
3382,30-40,services,single,basic.9y,no,no,no,cellular,may,wed,1,0,no
3383,40-50,admin.,married,high.school,no,yes,no,cellular,jul,wed,1,0,no
3384,50+,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,2,1,no
3385,30-40,technician,single,university.degree,no,no,no,telephone,aug,thu,2,0,no
3386,40-50,management,married,university.degree,no,yes,no,cellular,nov,mon,1,1,no
3387,40-50,admin.,single,university.degree,no,no,no,cellular,nov,tue,1,0,no
3388,50+,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,4,0,no
3389,40-50,blue-collar,married,high.school,unknown,yes,no,cellular,apr,thu,1,1,no
3390,30-40,management,single,university.degree,unknown,yes,no,telephone,jun,fri,4,0,no
3391,30-40,blue-collar,married,professional.course,no,yes,no,telephone,may,mon,2,0,no
3392,18-30,technician,single,basic.9y,no,unknown,unknown,telephone,apr,mon,1,0,no
3393,30-40,technician,single,university.degree,no,yes,yes,telephone,may,thu,3,0,no
3394,50+,admin.,married,unknown,no,yes,no,telephone,jun,tue,2,0,no
3395,18-30,technician,single,professional.course,no,yes,no,cellular,apr,fri,2,1,no
3396,30-40,technician,divorced,high.school,no,no,no,cellular,aug,fri,3,0,no
3398,50+,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,9,0,no
3399,30-40,blue-collar,married,basic.9y,no,no,yes,cellular,jul,fri,3,0,no
3400,40-50,unemployed,married,university.degree,unknown,unknown,unknown,telephone,may,tue,2,0,no
3401,40-50,self-employed,married,basic.9y,unknown,yes,yes,telephone,may,mon,1,0,no
3402,18-30,student,single,unknown,no,yes,no,cellular,sep,wed,1,4,no
3403,30-40,blue-collar,single,professional.course,no,no,no,cellular,may,mon,1,0,no
3404,30-40,technician,married,professional.course,no,yes,no,telephone,aug,fri,1,0,no
3405,40-50,technician,single,high.school,no,yes,no,cellular,aug,wed,3,0,no
3406,50+,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,3,0,no
3407,50+,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,1,1,no
3408,30-40,housemaid,divorced,university.degree,no,no,no,telephone,may,thu,5,0,no
3409,40-50,admin.,married,university.degree,no,yes,no,cellular,aug,wed,3,0,no
3410,40-50,technician,divorced,professional.course,no,yes,no,cellular,may,thu,3,0,no
3411,40-50,services,married,professional.course,no,yes,yes,cellular,jul,mon,1,0,no
3412,30-40,blue-collar,married,high.school,no,no,no,telephone,apr,mon,1,0,no
3413,30-40,technician,single,professional.course,unknown,no,no,telephone,may,fri,3,0,no
3414,18-30,blue-collar,single,professional.course,no,yes,no,cellular,nov,tue,2,0,no
3415,50+,management,married,university.degree,no,no,no,cellular,aug,thu,5,0,no
3416,40-50,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1,0,no
3417,50+,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,1,0,yes
3418,30-40,management,single,university.degree,no,no,yes,telephone,may,fri,11,0,no
3419,30-40,admin.,single,university.degree,no,yes,no,cellular,aug,mon,7,0,no
3420,30-40,self-employed,single,high.school,no,yes,yes,cellular,may,tue,1,0,no
3421,40-50,services,divorced,high.school,no,yes,yes,cellular,nov,mon,1,0,no
3422,18-30,services,single,high.school,no,yes,no,cellular,aug,thu,2,0,yes
3423,18-30,student,single,high.school,no,no,no,cellular,jun,mon,2,0,yes
3424,50+,unknown,married,basic.4y,no,yes,no,cellular,aug,mon,1,0,no
3425,30-40,management,married,university.degree,no,no,no,cellular,may,fri,1,1,no
3426,30-40,services,married,high.school,no,yes,yes,cellular,apr,mon,6,1,no
3427,30-40,blue-collar,single,basic.4y,no,no,yes,cellular,nov,wed,2,0,no
3428,30-40,technician,single,professional.course,no,yes,no,telephone,may,thu,1,0,no
3429,40-50,housemaid,married,high.school,no,yes,no,telephone,nov,fri,1,0,yes
3430,50+,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,4,0,no
3431,50+,management,divorced,university.degree,no,no,no,telephone,may,fri,1,0,no
3432,30-40,services,married,high.school,no,yes,no,cellular,may,fri,3,1,no
3433,18-30,management,married,high.school,no,yes,no,cellular,aug,tue,12,0,no
3434,30-40,technician,married,university.degree,no,no,no,cellular,aug,mon,2,0,no
3435,40-50,unemployed,married,basic.9y,unknown,yes,no,telephone,apr,fri,1,1,no
3436,50+,blue-collar,single,basic.9y,no,unknown,unknown,cellular,mar,thu,1,2,yes
3437,30-40,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,6,0,no
3438,50+,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,5,0,no
3439,40-50,self-employed,married,basic.9y,no,yes,no,telephone,jun,mon,4,0,no
3440,30-40,technician,married,professional.course,no,yes,yes,cellular,jul,thu,3,0,no
3441,40-50,admin.,divorced,high.school,no,no,no,telephone,may,mon,4,0,no
3443,40-50,services,divorced,basic.9y,no,unknown,unknown,cellular,may,wed,1,0,no
3444,50+,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,13,0,no
3445,30-40,admin.,married,university.degree,no,no,no,cellular,oct,fri,1,2,yes
3446,40-50,admin.,married,high.school,no,no,no,telephone,may,tue,1,0,no
3447,40-50,management,married,university.degree,no,yes,no,cellular,jul,thu,2,0,no
3448,40-50,admin.,married,high.school,no,no,no,telephone,jun,fri,10,0,yes
3449,40-50,services,divorced,basic.9y,no,no,no,cellular,may,wed,2,1,no
3450,40-50,entrepreneur,married,university.degree,no,no,no,cellular,nov,mon,1,1,no
3451,18-30,technician,single,university.degree,no,yes,no,cellular,aug,wed,1,0,no
3452,40-50,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,1,0,no
3453,30-40,management,married,unknown,no,no,no,cellular,dec,wed,3,0,yes
3454,18-30,services,single,high.school,no,unknown,unknown,cellular,jul,wed,3,0,no
3455,30-40,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,2,yes
3456,30-40,technician,married,professional.course,no,yes,no,telephone,may,thu,1,0,no
3457,30-40,services,married,basic.6y,unknown,no,no,telephone,jun,mon,1,0,no
3458,50+,admin.,divorced,university.degree,no,yes,yes,telephone,may,thu,2,0,no
3459,50+,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,apr,mon,2,0,no
3460,30-40,blue-collar,married,basic.4y,no,yes,yes,cellular,may,wed,4,0,no
3462,40-50,self-employed,married,basic.9y,no,yes,no,cellular,may,thu,3,1,yes
3463,40-50,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,7,0,no
3464,40-50,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,2,0,no
3465,30-40,services,married,high.school,no,no,no,telephone,may,thu,3,0,no
3466,40-50,technician,married,basic.9y,no,yes,no,telephone,nov,mon,2,0,no
